source_path,target_path,anchor,reason,placement
/projects/basement-conversion-building-regulations/,/tools/building-control-route-checker/,check your building control route,Project page should send user to route checker.,cta
/projects/basement-conversion-building-regulations/,/downloads/,download a project checklist,Project page should send user to downloadable evidence assets.,cta
/projects/basement-conversion-building-regulations/,/approved-documents/,related Approved Documents,Project page should link to Approved Document explanation layer.,contextual
/projects/basement-conversion-building-regulations/,/approved-documents/a-structure/,Approved Document A: Structure,Basement conversion building regulations references Approved Document A.,contextual
/approved-documents/a-structure/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Approved Document A is relevant to Basement conversion building regulations.,related_project
/projects/basement-conversion-building-regulations/,/approved-documents/b-fire-safety/,Approved Document B: Fire safety,Basement conversion building regulations references Approved Document B.,contextual
/approved-documents/b-fire-safety/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Approved Document B is relevant to Basement conversion building regulations.,related_project
/projects/basement-conversion-building-regulations/,/approved-documents/c-site-preparation-moisture/,"Approved Document C: Site preparation, contaminants and moisture",Basement conversion building regulations references Approved Document C.,contextual
/approved-documents/c-site-preparation-moisture/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Approved Document C is relevant to Basement conversion building regulations.,related_project
/projects/basement-conversion-building-regulations/,/approved-documents/f-ventilation/,Approved Document F: Ventilation,Basement conversion building regulations references Approved Document F.,contextual
/approved-documents/f-ventilation/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Approved Document F is relevant to Basement conversion building regulations.,related_project
/projects/basement-conversion-building-regulations/,/approved-documents/h-drainage-waste/,Approved Document H: Drainage and waste disposal,Basement conversion building regulations references Approved Document H.,contextual
/approved-documents/h-drainage-waste/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Approved Document H is relevant to Basement conversion building regulations.,related_project
/projects/basement-conversion-building-regulations/,/approved-documents/k-falling-collision-impact/,"Approved Document K: Protection from falling, collision and impact",Basement conversion building regulations references Approved Document K.,contextual
/approved-documents/k-falling-collision-impact/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Approved Document K is relevant to Basement conversion building regulations.,related_project
/,/projects/underpinning-building-regulations/,Underpinning building regulations,Homepage should route into core project pages.,hub_card
/projects/underpinning-building-regulations/,/tools/building-control-route-checker/,check your building control route,Project page should send user to route checker.,cta
/projects/underpinning-building-regulations/,/downloads/,download a project checklist,Project page should send user to downloadable evidence assets.,cta
/projects/underpinning-building-regulations/,/approved-documents/,related Approved Documents,Project page should link to Approved Document explanation layer.,contextual
/projects/underpinning-building-regulations/,/approved-documents/a-structure/,Approved Document A: Structure,Underpinning building regulations references Approved Document A.,contextual
